,Content,Labels
63,updated at 2105former rté midlands correspondent ciaran mullooly will run for independent ireland as one of its candidates in this summers european elections the party officially confirmed to the roscommon herald this eveningindependent ireland td michael fitzmaurice confirmed that mr mullooly would be standing as the partys candidate in the midlands northwest constituencydeputy fitzmaurice and ciaran mullooly made the official announcement during their visit today to lough funshinagh in county roscommon a floodprone lake which is threatening local peoples homesspeaking to the roscommon herald at lough funshinagh about the new candidate deputy fitzmaurice said ciaran is a straight shooter and has a good knowledge of rural irelandhe is going in fresh as a straight shooter to try and change things second of all he has a lot done in tourism and he has an awful lot done around the country such as agriculture and has a good knowledge of how the european union workswhat we want is people with common sense where we are today there is an elderly person living in hell her house is in danger her life is in danger along with all the other people around herecommon sense must prevail the political system has failed this community this issue has gone legal and you cannot touch it if thats what europe is about then we need to change it and we need people to go to europe to change it he saidmr mullooly said that when independent ireland approached him he wanted to know what it envisaged in terms of the european parliament work that could be taken on and the lough funshinagh issue came into our conversation straight awaymr mullooly retired from rté in 2021 after 27 years from lansborough co longford he is a wellknown community activist and currently the just transition tourism activator with longford county councilformed last november the independent ireland party comprises three deputies roscommongalway independent td michael fitzmaurice michael collins from cork and limericks richard odonoghuecommenting to the increasing media reports about his potential candidacy mr mulloly posted on x formerly twitter that he would be making a statement on the matter laterthe midlandsnorthwest constituency will elect five meps in elections scheduled for june 7th there are currently 15 candidates running for the five euro seats,Ireland
64,gardaí in galway have arrested four people in connection with an arson incident in rosscahill county galway in decemberthe arrests are in relation to a fire at a premises on december 16ththe building in rosscahill had been earmarked for housing 70 asylum seekerstwo men aged in their 40s and 50s have been arrested for alleged offences contrary to the criminal damage act 1991and are currently detained under section 4 of the criminal justice act 1984two women aged in their 40s and 50s have been arrested for alleged offences contrary to the offences against the state amendment act 1998 and are currently detained under section 30 of the offences against the state act 1939all four individuals are being held at a garda station in the north western regiongardaí say the investigation is ongoing and further updates will follow,Ireland
65,minister for the environment and transport eamon ryan has said that he does not envisage congestion charges being introduced in the near futureif we try to price people off the road that wouldnt work it wouldnt be socially just it would be very expensive on the motorist i dont think thats the best way to go he told rté radios morning irelandi think the best way to go is to reallocate the road space so you have a really effective public transport system and give the space for the cyclists and pedestrians that allocation of space rather than price people off the road i think its the first step on the way to gomr ryan said that government plans were about making the transport system work for everyone having an effective transport system was also part of the climate solution to reduce the use of cars and stop burning fossil fuelspart of that will be also shifting towards public transport towards safer walking active cycling and other modes and its a medium to long term strategymr ryan has said the new strategy moving together was about making transport work for everyone and it was not antimotorist or carsthe strategy does put a lot of choice on local authorities he acknowledgedits not forcing and things not making a major decisions its not putting an immediate charge on anything but it does recognise that the current system because it is so gridlocked in ireland weve had a car dependent system for 60 or 70 years weve reached the end of the road to that and we do need to change direction but also we do need to address climate changemr ryan said that strategy did not want to shame or price people off the road it was aimed at providing better quicker transport alternatives rural bus services are taking off in this country and the public are responding in incredible wayif car traffic could be reduced it would give more road space and allow buses to move faster and more efficientlyif we can reduce the traffic and give the road space so the bus goes quicker that works better for everyone people can switch which they want to do onto public transport you have less cars less gridlock less emissionsits a switch of direction away from ever lengthening commutes ever longer commutes towards planning our country planning our towns and cities so its easier to get around so that the shorter distances so that we really clever how we manage transport thats with this planwhen asked about penalties for local authorities that do not implement the transport strategy mr ryan said the main penalty would be that they would miss out on the budget that will be allocated to improving transport services the better bus systems the better active travel networks obviously thats where the money is going to go tothe timeline for the strategy is that it first go to public consultation he explained this will allow times for the public and councils to respond the aim is to listen and respond because this cant be forced it cant be punitiveit has to be a recognition that by switching away from a system which is gridlocked congested polluting with high accidents towards one which is much more social which is much much more effective transport system its thats positive change we need to makeweve reached the end of the road on a car dominated just more and more and more and more traffic will not work for our country so first thing is we have to consult and listen to other people there are measures that will come in quickly but the majority of this is for the coming next two five ten yearsthe job of politics was to persuade he said change was never easy especially when it came to transport as car dependency was embedded in planning over the yearsweve allowed the sprawl of our cities weve allowed corrupt rezoning to actually create a car dependent system and thats hard to undo and thats why its cant be a punitive response it has to be a progressive better alternative response so it does take time,Ireland
66,a man and a woman who were arrested over a loyalist gun attack in co down 30 years ago have been released following questioningformer school teacher peter mccormack 42 was killed and three others were injured in the shooting at the thierafurth inn in kilcoo on november 19th 1992on tuesday the psni said that detectives from the legacy investigation branch investigating the attack had made two arrestsa 63yearold man and a 58yearold woman were arrested in the south down area on tuesday morning under the terrorism acta police spokesperson said they were taken to the serious crime suite at musgrave police station in belfast for questioningthe arrests came after police issued a fresh appeal for information last november about the attack which was attributed to the loyalist paramilitary ulster volunteer forcethey have since been released and the investigation continues,Ireland
67,more than 80 per cent of those in the medical profession believe early abortion training should be mandatory a first of its kind irish study has foundcurrently irish gps can provide early medical abortion ema in pregnancies less than 10 weeks gestation but currently there is no published data regarding education for community ema amongst undergraduate medical students and gps in irelandof the 261 individuals working in this area 60 per cent had received ema education 81 per cent believed that ema training should be mandatory 92 per cent were medical students 75 per cent of trainees and 54 per cent of trainers 18 per cent of undergraduates and 29 per cent of trainees had sat in on an ema consultationof these 905 per cent of undergraduates 972 per cent of trainees and 100 per cent of trainers reported that attending a consultation made them think about their involvement in such abortionsthe study coauthors which is published in this months irish medical journal said ema is now part of gp services and the medical curriculum has not been universally updated to reflect thisthis study highlights that many doctors believe ema education should be part of the curriculum irrespective of intention to provide and shows there are knowledge gaps when it comes to such carethe study early medical abortion  education and training experiences examines the education experience of irish undergraduate medical students gp trainees and trainers regarding ema and assesses their knowledge and attitudes to the topicprior to 2018 pregnancy terminations could only be carried out in the case of a real and substantial risk to the life of the pregnant person in may 2018 the referendum on the 36th amendment of the constitution was passed by a majority and subsequently the health termination of pregnancy act was passed and came into effect on january 1st 2019the study refers to section 12 of the act where abortion is permitted up to 12 weeks of pregnancy without restrictionthe health service executive hse model of care allows for community provision of emas by gps up to 10 weeks gestationthe act also includes a mandatory threeday wait for service users the threeday wait begins on the day that a doctor certifies that in their reasonable opinion formed in good faith the pregnancy does not exceed 12 weeks gestationin the uk where abortions have been legally provided since 1967 one in three women will have an abortion by the age of 45 this makes abortion a routine part of reproductive healthcarethe coauthors added this study is the first of its kind in ireland assessing undergraduate medical students gp trainees and gp trainers attitudes towards early medical abortion education it intentionally does not analyse ethical considerations and instead focuses on attitudes toward educationthe study shows that more education is being delivered at an undergraduate level than in previous years with gp trainers having received the least education in the areawhile 81 per cent of respondents said ema education should be mandatory at undergraduate level this view was held least among gp trainersthis may suggest a generational gradient in the view that abortion is part of healthcare mandating the provision of education in it the main gap in knowledge highlighted was that many participants were unaware of who can certify the threeday wait how to certify and medications used the authors concludedthe lack of gp trainers providing the service is mirrored in the result that only 29 per cent of gp trainees had the opportunity to sit in on an ema consultation this has implications for the training of future providers and thus the future provision of the gp delivered community abortion serviceoverall this study highlights that ema education is an important and necessary part of undergraduate and postgraduate medical training and that most participants believe ema education should be mandatory irrespective of intention to providethis article was amended at 415pm on march 25th 2024,Ireland
68,met éireann has issued a yellow rain warning for kerry cork limerick clare and galway that is set to last until midday on mondaythere is set to be a risk of localised flooding with the warning coming into effect after 1030am on sunday morningthe forecaster said there will be poor visibility as a result with difficult travelling conditions for the affected areasrain will extend to remaining areas and will continue overnight heavy at times especially in the west and south west with the likelihood of localised floodingthe highest temperatures nationwide will be between seven and 11 degrees with light to moderate westerly windsmonday morning will be mostly cloudy with further rain which will continue for much of the day in the east and north but will give way to showers and a few bright spells,Ireland
69,gardaí in waterford are investigating an armed robbery that took place on tuesday eveningthe incident occurred in the kilcohan area where its believed a man entered a bookmakers armed with a knifeno injuries were reported however the store was forced to close as a resultanyone with any information should contact waterford garda station on 051 305 300,Ireland
70,the taoiseach has said he will use the special platform of st patricks day to press us president joe biden to back a ceasefire in the middle eastleo varadkar said he will impress upon mr biden as well as vice president kamala harris speaker mike johnson and congressional leaders the view of irish people that they want the killing in gaza to stopmr varadkar and a number of other ministers are currently attending events in the united states around st patricks dayspeaking to media during a visit to boston mr varadkar said the day of irelands national saint gives it a very special platform around the world not least in washington dcill meet with the president the vice president the speaker of congress and congressional leaders and ill use that opportunity to put across irelands perspective on this and tell them how irish people feel and that is that we want to see a ceasefire immediately for the killing to stop the hostages to be released without condition food and medicine to get into gaza and we also want to see a new peace process he saidthere isnt going to be a military solution to the conflict in the middle east its 100 years now that we have had jews and arabs fighting over land in that part of the world we have to try for peace againi think america as the most important political military power in the world can take the lead on that and i hope they will and of course in any small way that we can help from europe from ireland we will as wellmr varadkar said ireland has a really good relationship with the us and with president bideni dont think ive ever felt a president to be on our side so much as president biden so very keen to meet him again ive met him many times down the years and hes a real supporter of ireland and always wants to know what he can do to help he saidwhat he has said in relation to gaza in the last couple of weeks has been very encouraging i believe he is somebody who wants to see the violence stop someone who wants to see us develop on a pathway to peaceim not here to tick him off im here to talk to him to understand the american position and see if we can influence in a positive wayi think he is working towards a ceasefire in fact i know it the us administration has been involved in trying to put together the conditions for a ceasefirefor a ceasefire to happen it has to be israel and hamas ive been clear on that too i havent called for a unilateral ceasefire ive called for israel and hamas to agree to ceasefirewhile a small country like ireland can use our voice to call for a ceasefire the us being a powerful country has a different role and that is to engage in negotiations to actually make that happen and that is what they have been doing in fairness with the egyptians and the qataris its clear to me that he wants there to be a ceasefire otherwise why would they be involved in negotiations to try and make it come aboutearlier mr varadkar said it is not the policy of his government to engage in boycottshe was asked about the decision by the minister for tourism culture arts gaeltacht sport and media of ireland catherine martin to attend the south by southwest sxsw music festival in austin texas despite a boycott of the event by a number of irish artiststhe artists pulled out over the events association with the us military and the ongoing conflict in the middle eastmr varadkar said he had not spoken to ms martin about iti fully appreciate that people have the right to boycott events should they choose to do so and i totally respect that but its not the policy of the irish government to engage in boycotts he saidits one thing to exclude a country from an event or a competition or a sporting event or a film festival for example its another thing to exclude yourself because they werent excluded and its not our policy to boycott its our policy to engagebut i absolutely appreciate that other people have a different view and as long as they are consistent in their boycottsmr varadkar also said the war in ukraine will feature in his discussions with mr bidenon tuesday the taoiseach visited the home of the boston red sox at fenway park among other engagementson monday he met massachusetts governor maura healey and the us special economic envoy to northern ireland joe kennedyhe also gave a keynote address at the john f kennedy library where he said the us and ireland must dedicate themselves to peace in gaza,Ireland
71,a un human rights body has called on the uk government to repeal or amend contentious legacy legislation that offers conditional immunity to perpetrators of crimes committed during the northern ireland troublesthe united nations human rights committee said it was particularly concerned about the controversial legal provision of the northern ireland troubles legacy and reconciliation actthe british act received assent last autumn despite widespread opposition from political parties and victims organisations in northern ireland as well as the irish governmentit offers a limited form of immunity from prosecution for troublesrelated offences for those who cooperate with a new body aimed at truth recoverylast month a judge at belfast high court ruled that the provision for conditional immunity was not compliant with the european convention on human rights echr the uk government is appealing against that findingthe irish government has also launched an interstate case against the uk at the european court of human rights over the actin a report on thursday the un committee raised similar concerns about the uks overseas operations service personnel and veterans act 2021that law offers a degree of protection from prosecution for military personnel deployed overseas once five years have elapsed after any alleged incident has occurredthe committee is made up of independent experts who monitor compliance with the international covenant on civil and political rightsthe uk was one of seven state parties examined by the committee in its latest sessionin a statement issued from geneva on thursday it said the committee was particularly concerned about the conditional immunity under the northern ireland troubles legacy and reconciliation act 2023 for people who had committed serious human rights violationsthe committee also questioned the presumption against prosecution in favour of military personnel deployed overseas after five years as stipulated in the overseas operations service personnel and veterans act 2021it called upon the state party to repeal or amend its legislation including the overseas operations service personnel and veterans act 2021 and the northern ireland troubles legacy and reconciliation act 2023 to ensure all past human rights violations committed by british officials and members of the armed forces are appropriately investigated and prosecuted and duly sanctioned without time limits,Ireland
72,ireland has the thirdhighest level of deaths on rural roads in the eu with more than twothirds of all road fatalities occurring outside builtup areas and motorwaysa new report by the european transport safety council shows 67 per cent of all road deaths in the republic between 2020 and 2022 were on rural roads compared to the eu average of 52 per cent over the same periodonly finland and sweden have a higher proportion of all road fatalities on rural roadsthe etsc report also revealed that average speeds on rural roads in ireland have been increasing in recent years at a time when reductions in average speeds have been observed on similar roads in many other eu member states including france and austriathe report showed that around 10000 people were killed on rural roads excluding motorways in the eu in 2022it also highlighted that just 22 per cent of motorists in ireland were travelling within the speed limit on rural roads with a 50kmh limit in 2022 with the compliance rate increasing to 75 per cent on rural roads with a 100kmh limitthe report comes against a background of growing concern in ireland at a sharp increase in road deaths in recent years after an extended period where there had been a strong downward trend in fatal collisionsthe lowest annual road fatality figure in recent decades was 135 in 2018 but the numbers have started increasing again to reach 188 last yeara total of 55 people have been killed on irish roads so far this year  13 more than in the corresponding period in 2023they include una bowden 47 and her two daughters ciara 14 and saoirse 9 who died in a road traffic collision when their vehicle collided with a truck on the n17 near claremorris co mayo on tuesdayfigures published by the etsc show 294 people were killed in collisions on rural roads in ireland between 2020 and 2022 compared to 112 road fatalities on urban roads and 31 deaths on motorwaysa third of all deaths on rural roads over the period were classified as vulnerable road users including 44 motorcyclists 35 pedestrians and 15 cyclistson a positive note the report showed the number of rural deaths in the republic has fallen by 33 per cent annually on average over the past decade  a rate similar to the eu averagethe etsc also calculated that rural road users in ireland as well as sweden and slovenia enjoy a lower level of road risk than in other countries based on actual distance travelled by motoristsin 2022 there were 32 deaths per billion kilometres travelled on rural roads in irelandthe rate was more than double the irish level in several countries including the czech republic austria and latviathe etsc whose members include irelands road safety authority has warned that national governments will need to invest significantly to improve the safety of rural roads in order to reach eu targets to cut road deaths in half by 2030 based on 2019 road fatality ratesit claimed speed remains a major risk factor with large numbers of motorists still driving above the legal speed limit on rural roads in many countries despite the availability and proven reliability of speed camerasthe etsc said local and national authorities should also take into account the increasing use of ebikes in rural areas when planning investment on road safety measuresit recommended that the automated ecall emergency system which is required on all new cars should be extended to other vehicles particularly motorcyclesthe etsc said the technology which automatically alerts emergency services to a collision could save the lives of incapacitated road usersetsc project manager jenny carson said rural roads were being made safer with interventions that do not need to be costlyms carson said they included road safety audits analysis and subsequent treatment of highrisk sites setting and enforcing appropriate speed limitsother examples are creating separate paths for cyclists and walkers and removing obstacles on the roadsideit is critically important that policymakers dont forget rural roads where half of road deaths occur said ms carson,Ireland
73,gardaí say they remain committed to finding out what happened to annie mccarrickit marks 31 years since she vanished without trace at the age of 26ms mccarrick who was originally from new york was last seen shopping for food in quinnsworth on the sandymount road in dublinon the 31st anniversary of her disappearance gardaí have published her receipt of that trip which was found in her apartmentms mccarrick had moved permanently to ireland from new york in january 1993 she moved into rental accommodation in sandymount in st catherines court and began working as a waitress at the courtyard restaurant in donnybrooklast year her disappearance was upgraded to a murder inquiry and its understood two men have been investigatedits also now believed she didnt visit johnny foxes on the day she disappeared as first thoughtwhile widely circulated cctv footage of her visiting an aib on the day she disappeared was actually 11 days oldms mccarrick is described as 58 in height 10 stone with long brown hair she spoke with a soft irishamerican accent when ms mccarrick disappeared it is believed she was in possession of a large brown leather bagannie was an only child  her dad died not knowing what happened to her while her 80 year old mother is still hoping for answersgardaí are renewing their appeal to the public for any information that may shed light on annies disappearance and murderanyone who may have interacted with annie on or after march 26th 1993 is urged to contact gardaí,Ireland
74,simon coveney has ruled himself out as a candidate for the fine gael leadership in the wake of leo varadkars resignationmr coveney said he suspects there will be more than one candidate to lead the partythe enterprise minister was defeated by mr varadkar when he ran for the leadership in 2017he told rte that i had my chance at the fine gael leadership adding no i made a decision quite some time ago that i wouldnt stand in another leadership contesti had my chance and wasnt successful the last time i think theres a lot of talent in the partyhe added the fine gael national executive meets this evening its an emergency meeting effectively to put in train now a process to elect or select a new leaderif there is more than one candidate and i suspect there may well be then therell be hustings around the country but we believe as a party we can get all of this done in the space of about 1819 daysasked whether he has a preferred candidate mr coveney said no i dont,Ireland
75,new fine gael leader simon harris has said he wants to bring finality to an ongoing controversy around irish national broadcaster rtémr harris who is due to become taoiseach on tuesday said he was keeping an open mind on the future funding model for publicservice broadcasting but added that he did not want to see an increased licence feehe told reporters that he wanted overdue reports from the governments independent expert review panels into governance and culture at rté to brought to cabinet quicklymr harris said one of his first acts as taoiseach would be seeking an updated timeline for the reports into the cashstrapped broadcasterhe said i think the constant kind of drama that has been going on in relation to rté needs to endspeaking to reporters ahead of the fine gael ard fheis in galway he said a decision on the future funding model for publicservice broadcasting would be settled by the summer recess but added that reforms should allow for other broadcasters to benefithe said i think there are two options  you can do direct exchequer funding or you can do a better collected tv licence systemquite frankly all of its paid by taxpayers all of its paid by the people we represent in dáil éireannso i have an open mind in relation to that  i have heard people express views of concern in relation to direct exchequer funding but i certainly wouldnt like to see a situation where the tv licence fee would increase and i do think with better collection mechanisms it is possible for that not to happenasked if local broadcasters or independent stations like virgin media could be given more public money following reforms mr harris said i also do think in reforming publicservice broadcasting we should once and for all address the broader definition of publicservice broadcasting and make sure that others can benefitthe cabinet is awaiting the recommendations of two reports that were commissioned by minister catherine martin at the department of tourism culture arts gaeltacht sport and mediaelsewhere in that departmental portfolio mr harris admitted he speaks very little irish but said he intends to brush up on the languagehe added that the government needs to do more to promote irish,Ireland
76,an estimated 35000 internationalprotection applicants may be housed at any one time across private and stateowned accommodation by 2028 according to new planson wednesday the cabinet signed off a strategy designed to tackle accommodation shortages while reforming the asylum system in the longer termthe announcement comes amid heightened scrutiny of the governments handling of asylumseeker accommodation with the state currently not able to provide housing for all male arrivals  in contravention of international commitmentsthe new strategy involves quadrupling the commitment for stateowned beds to 14000 by 2028 when compared with a previous pledge in 2021 as part of a move away from full reliance on private providersit is understood this will see the state owning and operating dozens of accommodation centres across the countrythe department of integration will give consideration to spreading the accommodation centres around the country in a way that is proportionate to local populationsthis will be complemented by commercially owned centres for contingency and emergency use with total capacity up to 35000it is understood that there is awareness the need for accommodation may exceed that figure at some pointin recent years there has been a significant increase in the number of international applicants arriving in irelandit is projected that there could be up to 16000 new arrivals every year up from between 3000 to 5000 between 20152019there are currently around 28000 people housed by international protection accommodation services ipas and more than 1400 people waiting on an offer of accommodationminister for integration roderic ogorman said its clear that the current system for accommodation isnt working as since the current system was put in place more than 20 years ago the state has been almost entirely reliant on private providersspeaking to reporters in dublin he added we need to have a system where the state holds the reins on accommodation its location and standardswithout this we cant put in place the supports for those who arrive here may need even prior to the current increase in internationalprotection applications the system was desperately in need of reformhe said the department will be provided with state lands to quickly introduce new accommodation through renovation and rapidbuild modular units approximately 40 million has been allocated for the strategy next yearover the last year there has been a spate of arson attacks on buildings earmarked or rumoured to be used for housing asylum seekersthe department said its new approach will allow for improved community engagement around integrating international protection applicants including limits on what buildings can be usedit said it is the intention of this new strategy to end the use of unsuitable accommodation options currently relied upon such as the sole hotel remaining in a given townthe department said it will be designing new reception and integration centres while upgrading existing ipas buildingsthe government has also agreed to further extend planning exemptions to allow for the conversion of commercial properties to internationalprotection accommodation with a focus on empty office blocksoffice blocks are mostly expected to be leased but could be considered for purchase on a casebycase basis if there are expressions of interest from building ownersmr ogorman said the department is being supported financially by the department of public expenditure through new capital ceilings agreed today to allow a targeted purchase of medium and larger properties in turnkey or nearcurrent turnkey conditionoffice blocks are seen as an untapped resource due to the current downturn in the commercial property sector and because their use would not affect the residential market these buildings are mostly in urban areas already connected with services and transport linksit is also understood the department is not focusing on the tourism sector for bedsthe department said a number of stateowned sites have been identified with the first to be brought into use within monthsit was a commitment of the programme for government to end the directprovision system of accommodating those seeking refuge from conflict and persecutionthe department says that its new plan for 14000 stateowned beds maintains the guiding principles of the white paper on ending direct provisionmr ogorman said the comprehensive accommodation strategy agreed today by government will address the immediate accommodation crisis in international protection and provide a pathway over the next five years to deliver a fair efficient and sustainable model of accommodating international protection applicantsthe strategy will allow us to develop a system where the state holds the reins on accommodation its location and its standardsby ending the reliance on private providers and increasing the proportion of stateowned accommodation we can bring certainty and stability into the system,Ireland
77,us president joe biden has said he always wants to come back to ireland as he welcomed taoiseach leo varadkar to the oval officemr biden received a very warm welcome during his first official visit to ireland as president last aprilhe travelled across the island from belfast to dublin where he received a standing ovation as he addressed the houses of the oireachtas before tracing his family roots in co louth and co mayomr varadkar is in the us this week following the tradition of the annual visit of the taoiseach just ahead of st patricks daymr biden and mr varadkar held a bilateral meeting in the oval office on friday ahead of which the president thanked the taoiseach for his welcome to ireland last year quipping that his family werent sure we wanted to come homewhen asked by reporters whether he would come back to ireland mr biden said i always want to come back to irelandaddressing the taoiseach mr biden said i want to thank you again for the reception i had when i was last in ireland as a matter of fact my family werent sure we wanted to come home it was so niceits great to see you again great chance to return some of the hospitality that you provided me when i was in ireland last and i know there are all kinds of old irish sayings but my grandfather finnegan used to say may the hinge of our friendship never go rustyhe had all these sayings  the irish in america sometimes think theyre more irish than the irish  but i dont think were going to let it go rustywere vital for each others economies and were good friends and today celebrates 100 years of diplomatic relations between ireland and america and as far as that friendship goes it keeps increasing not diminishing,Ireland
78,an irish aid worker living in malawi has said that climate change is posing an existential threat that could leave parts of the country uninhabitable if temperatures keep risingconor kelly who is from clane in co kildare has lived in the landlocked country in the southeast of africa with his family for the past few yearsas the small poor country grapples with an increase in major disaster events such as cyclones and flooding mr kelly said there was a need for more empathy towards people vulnerable to climate challengescyclone idai happened pretty much when i arrived in 2019 the programmes manager in malawi for irish charity trocaire said of the seconddeadliest tropical cyclone to hit the southern hemispherethe evidence is clear  climate change is impacting malawi he told the pa news agencythey are one of the top 10 countries who have been impacted by climate change and that will only continue to get worse unless action is taken unless we all take actionaround three quarters of malawis 21 million strong population rely on agriculture meaning if crops fail people go hungryover four million people are food insecure in malawi according to its government and depending on the harvest yield in the next few months this could double to eight millionmr kelly said some climate change related events in europe such as the 2021 floods in germany and forest fires in portugal last year have helped to turn the needle on how climate change is viewed in the global northhe added i think if there was one million people food insecure in ireland i think youd see a lot of action being taken then while the fact that people are food insecure in malawi due to climate change maybe it doesnt bring about the action as quicklychanging weather patterns have also made it difficult for malawian farmers who mostly grow the food that they eat to know when to farmlast year the deadly and powerful cyclone freddy flooded the south of the country and a drought hit the north but this year the south had dry spells in february at a crucial time during the rainy seasonits much much much much much harder for communities to know what the weather will be  when the rains will start when they will end how consistent they will be mr kelly saidbefore times were tough but at least you knew with more certainty when the rains would start and when they will finish but now its so much more difficultfarmer malita mussa is a single motherofsix who lives in the machinga district in southern malawishe said that her maize crop yield last year was a bit off but this year it is expected to be much worsei expect to harvest one bag while in the previous years i would have got six bags malita said speaking through an interpretermalita who has four children still living at home said it may mean going from two meals a day to one or going days without foodthe woman and her two youngest children 13yearold twins patrick and patricia feature on this years trocaire box as part of the irish charitys lenten appealasked by the pa news agency what she would say to farmers in ireland who might be reluctant to make changes to reduce irelands carbon emissions she said to my friends who are also farmers in ireland im in deep pain and really worried due to reduced yields and dry spellsi wonder if they could manage and cope with the climate change effects as well as i haveif they could withstand the kind of weather patterns that i face in my communityshe said that she employs good farming practices diversifying her crops so that her family have an alternative if the main ones are badly affected speaking through an interpreter she added im urging farmers that they should take part and they should adapti am encouraging the farmers in ireland to adapt to the new practices so that they all fight together in reducing climate changeduring the rainy season malitas village is surrounded by the deep green hues of the mountains maize and rice fields and banana mango and guava treesbut at the end of this years rainy season the fields are pockmarked by wilting cropsthe beautiful remoteness of the village also causes its problems  after cyclone freddy hit in march last year the village was rendered inaccessiblein the communities around lake chilwa farmers say they have not recovered completely from cyclone freddyagnes misomali a maize and rice farmer said that the 2023 cyclone has meant her crop yield this year is reducedshe had expected more plantlets but they had been affected by topsoil being washed away when water ran down the steep mountainside and through the villageshe said she worries for her childrens futureas part of humanitarian efforts malawians are being encouraged to diversify their crops to grow the tuber cassava sweet potatoes and pigeon peasthey have also encouraged communities to plant trees and not cut them down for fuel with the aim of anchoring the soilhelp is also offered to locals who patrol lake chilwa to prevent illegal fishing in 2015 the lake completely dried out which led to the loss of most species of fish  putting more pressure on another vital food sourcerising temperatures in southern malawi due to climate change are also making it more difficult for people to remain in their hometowns while expanding lakes and rivers from flooding mean farmers have lost landas temperatures rise in the south of the country in its fourth biggest city and former capital zomba malaria is spreading more regularly than beforein a way its an existential threat to certain areas of southern malawi because if rising temperatures continue people will not be able to live in those areas mr kelly saidso the people in nsanje and chikwawa that we are working with if temperatures continue to rise itll just be too hot for people to live there they wont be able to live where they lived for the whole of their livespeople moving from their hometowns because of climate change is inevitable said peter chimangeni of malawis department of disaster management affairsalready we have seen the numbers of internally displaced people increasing he said adding that around 450000 people were displaced due to cyclone freddy last yearagnes jafali a 54yearold grandmother grows maize and rice to feed herself and her familyhaving lived through cyclone freddy she feels lucky to be alive despite it washing her crops awaya year on when heavy rain falls or or when the wind blows strongly she still fears that it is a sign of another powerful cycloneasked what she would say to people who might say such events are just changing weather or even gods doing she said she believes some things are humans handiworkpeople might say climate change is gods doing she said speaking through an interpreterbut for me no sometimes its our handwork which brings us such changes and we are not even prepared for such changes yet its our own handworkits not god its us,Ireland
